divipola5,anio,hurto_personas_total,hurto_vehiculos_total,estupefacientes_operativos,estupe_basuco_cantidad,estupe_marihuana_cantidad,gasto_planeado_total,gasto_vigilancia_armada,gasto_ejecutado_total,num_procesos,num_adjudicados,tasa_competencia_promedio,tasa_adjudicacion,share_vigilancia,tuvo_secop,poblacion,hurto_personas_per_capita,hurto_vehiculos_per_capita,estupefacientes_per_capita,gasto_per_capita,gasto_ejecutado_per_capita,gasto_vigilancia_per_capita
05002,2021,8,4.0,30.0,449.0,2034.0,0.0,0.0,0.0,0.0,0.0,,,,0,20924.0,3.823360734085261,1.9116803670426306,14.337602752819729,0.0,0.0,0.0
05002,2022,21,2.0,27.0,475.0,2315.0,0.0,0.0,0.0,0.0,0.0,,,,0,21109.0,9.94836325737837,0.9474631673693685,12.790752759486475,0.0,0.0,0.0
05002,2023,18,12.0,31.0,277.0,427751.0,3927200.0,0.0,3927200.0,1.0,1.0,,1.0,0.0,1,21297.0,8.451894633046908,5.634596422031272,14.55604075691412,184.4015589050101,184.4015589050101,0.0
05002,2024,17,6.0,48.0,212.0,3367.0,317943908.0,317943908.0,0.0,2.0,0.0,,0.0,1.0,1,21468.0,7.918762809763368,2.7948574622694244,22.358859698155396,14810.131730948387,0.0,14810.131730948387
05002,2025,20,7.0,44.0,1160.0,3561.0,655612688.0,459022146.0,156861369.0,7.0,4.0,,0.5714285714285714,0.7001422553310926,1,21622.0,9.249838127832763,3.237443344741467,20.34964388123208,30321.556192766628,7254.711358801221,21229.402737952085
05004,2019,2,0.0,6.0,35.0,2597.0,0.0,0.0,0.0,0.0,0.0,,,,0,1918.0,10.427528675703858,0.0,31.282586027111574,0.0,0.0,0.0
05004,2020,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,2775.0,36.03603603603604,0.0,3.6036036036036037,0.0,0.0,0.0
05021,2003,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,3912.0,12.78118609406953,0.0,0.0,0.0,0.0,0.0
05021,2004,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,3858.0,25.92016588906169,0.0,0.0,0.0,0.0,0.0
05021,2005,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,3816.0,10.482180293501049,0.0,0.0,0.0,0.0,0.0
05021,2011,1,0.0,26.0,0.0,189.0,0.0,0.0,0.0,0.0,0.0,,,,0,3618.0,2.7639579878385847,0.0,71.86290768380321,0.0,0.0,0.0
05021,2015,9,1.0,122.0,53.0,1261.0,0.0,0.0,0.0,0.0,0.0,,,,0,3466.0,25.9665320253895,2.8851702250432774,351.99076745527987,0.0,0.0,0.0
05021,2016,5,0.0,148.0,86.0,1449.0,0.0,0.0,0.0,0.0,0.0,,,,0,3435.0,14.55604075691412,0.0,430.8588064046579,0.0,0.0,0.0
05021,2017,2,3.0,211.0,127.0,2191.0,0.0,0.0,0.0,0.0,0.0,,,,0,3393.0,5.894488653109343,8.841732979664014,621.8685529030356,0.0,0.0,0.0
05021,2018,5,0.0,7.0,0.0,2043.0,0.0,0.0,0.0,0.0,0.0,,,,0,3361.0,14.876524843796489,0.0,20.82713478131508,0.0,0.0,0.0
05021,2019,1,2.0,3.0,0.0,804.0,0.0,0.0,0.0,0.0,0.0,,,,0,3307.0,3.023888720895071,6.047777441790142,9.071666162685213,0.0,0.0,0.0
05021,2020,1,0.0,7.0,0.0,233.0,0.0,0.0,0.0,0.0,0.0,,,,0,4790.0,2.0876826722338206,0.0,14.613778705636744,0.0,0.0,0.0
05021,2021,3,0.0,9.0,7.0,248.0,0.0,0.0,0.0,0.0,0.0,,,,0,4845.0,6.191950464396285,0.0,18.575851393188852,0.0,0.0,0.0
05021,2022,2,1.0,1.0,41.0,0.0,1462600.0,1462600.0,0.0,1.0,0.0,,0.0,1.0,1,4874.0,4.103405826836274,2.051702913418137,2.051702913418137,300.08206811653673,0.0,300.08206811653673
05021,2023,4,3.0,8.0,1094.0,1705.0,4053333.0,4053333.0,0.0,1.0,0.0,,0.0,1.0,1,4912.0,8.143322475570033,6.107491856677524,16.286644951140065,825.1899429967426,0.0,825.1899429967426
05021,2024,1,0.0,7.0,1109.0,1722.0,16800000.0,16800000.0,0.0,2.0,0.0,,0.0,1.0,1,4955.0,2.0181634712411705,0.0,14.127144298688194,3390.5146316851665,0.0,3390.5146316851665
05021,2025,2,0.0,7.0,26.0,2292.0,11700000.0,11700000.0,0.0,1.0,0.0,,0.0,1.0,1,4989.0,4.008819402685909,0.0,14.030867909400682,2345.1593505712567,0.0,2345.1593505712567
05030,2003,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,26571.0,1.5054006247412592,0.0,0.0,0.0,0.0,0.0
05030,2004,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,26858.0,1.4893141708243354,0.0,0.0,0.0,0.0,0.0
05030,2005,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,27155.0,1.1047689191677408,0.0,0.0,0.0,0.0,0.0
05030,2006,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,27455.0,1.092697140775815,0.0,0.0,0.0,0.0,0.0
05030,2007,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,27709.0,0.360893572485474,0.0,0.0,0.0,0.0,0.0
05030,2009,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,28192.0,0.3547105561861521,0.0,0.0,0.0,0.0,0.0
05030,2011,3,6.0,168.0,5282.3,165810.3,0.0,0.0,0.0,0.0,0.0,,,,0,28664.0,1.0466089868825006,2.093217973765001,58.610103265420044,0.0,0.0,0.0
05030,2012,11,8.0,153.0,5490.6,86996.4,0.0,0.0,0.0,0.0,0.0,,,,0,28897.0,3.8066235249333844,2.768453472678825,52.94667266498253,0.0,0.0,0.0
05030,2013,1,5.0,199.0,8054.31,349915.8,0.0,0.0,0.0,0.0,0.0,,,,0,29117.0,0.3434419754782429,1.7172098773912148,68.34495312017035,0.0,0.0,0.0
05030,2014,5,10.0,214.0,3581.0,18923.0,0.0,0.0,0.0,0.0,0.0,,,,0,29339.0,1.7042162309553837,3.4084324619107673,72.94045468489041,0.0,0.0,0.0
05030,2015,17,8.0,173.0,3622.0,43848.0,0.0,0.0,0.0,0.0,0.0,,,,0,29555.0,5.751987819319912,2.7068177973270173,58.53493486719675,0.0,0.0,0.0
05030,2016,44,15.0,462.0,3855.0,32990.0,0.0,0.0,0.0,0.0,0.0,,,,0,29770.0,14.77997984548203,5.0386294927779645,155.1897883775613,0.0,0.0,0.0
05030,2017,33,13.0,521.0,3524.0,23249.0,0.0,0.0,0.0,0.0,0.0,,,,0,29980.0,11.007338225483656,4.336224149432955,173.78252168112073,0.0,0.0,0.0
05030,2018,30,14.0,545.0,4242.0,24768.0,0.0,0.0,0.0,0.0,0.0,,,,0,30181.0,9.940028494748352,4.638679964215897,180.5771843212617,0.0,0.0,0.0
05030,2019,51,24.0,111.0,3487.0,38232.3,0.0,0.0,0.0,0.0,0.0,,,,0,30376.0,16.789570713721357,7.900974453515934,36.542006847511196,0.0,0.0,0.0
05030,2020,40,18.0,112.0,994.0,18700.1,0.0,0.0,0.0,0.0,0.0,,,,0,31262.0,12.795086686712303,5.757789009020536,35.82624272279445,0.0,0.0,0.0
05030,2021,32,14.0,58.0,1142.3,128668.0,273998000.0,0.0,273998000.0,2.0,2.0,,1.0,0.0,1,31548.0,10.143273741600103,4.4376822619500444,18.384683656650186,8685.114745784202,8685.114745784202,0.0
05030,2022,47,19.0,32.0,383.2,168819.0,2030000000.0,2030000000.0,490000000.0,8.0,2.0,0.02777777777777775,0.25,1.0,1,31851.0,14.756208596276412,5.965275815515996,10.046780320869047,63734.26266051301,15384.132366330727,63734.26266051301
05030,2023,52,24.0,49.0,306.9,8472.32,850000000.0,850000000.0,0.0,4.0,0.0,,0.0,1.0,1,32142.0,16.17820919668969,7.466865783087549,15.244850973803745,26445.14964843507,0.0,26445.14964843507
05030,2024,39,18.0,56.0,401.6,25575.8,1619905150.0,1619905150.0,0.0,6.0,0.0,,0.0,1.0,1,32412.0,12.03258052573121,5.553498704183636,17.277551524126867,49978.56195236332,0.0,49978.56195236332
05030,2025,45,18.0,47.0,199.0,8134.8,24039278294.0,1526934400.0,858467200.0,7.0,3.0,,0.42857142857142855,0.06351831287635244,1,32628.0,13.791835233541745,5.516734093416697,14.40480568836582,736768.3674757876,26310.751501777613,46798.28368272649
05031,2003,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,20262.0,8.390089823314579,0.0,0.0,0.0,0.0,0.0
05031,2004,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,20391.0,2.452062184296994,0.0,0.0,0.0,0.0,0.0
05031,2005,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,20525.0,0.48721071863581,0.0,0.0,0.0,0.0,0.0
05031,2006,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,20665.0,3.871279941930801,0.0,0.0,0.0,0.0,0.0
05031,2007,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,20826.0,2.881014116969173,0.0,0.0,0.0,0.0,0.0
05031,2011,9,1.0,311.0,1345.0,20916.0,0.0,0.0,0.0,0.0,0.0,,,,0,21449.0,4.195999813511119,0.4662222015012355,144.99510466688423,0.0,0.0,0.0
05031,2013,2,1.0,193.0,567.0,4297.15,0.0,0.0,0.0,0.0,0.0,,,,0,21768.0,0.9187798603454613,0.45938993017273066,88.662256523337,0.0,0.0,0.0
05031,2014,6,0.0,234.0,1301.0,10862.0,0.0,0.0,0.0,0.0,0.0,,,,0,21932.0,2.73572861572132,0.0,106.6934160131315,0.0,0.0,0.0
05031,2015,32,2.0,251.0,374.0,12496.0,0.0,0.0,0.0,0.0,0.0,,,,0,22088.0,14.487504527345164,0.9054690329590728,113.63636363636364,0.0,0.0,0.0
05031,2016,72,5.0,237.0,457.0,12360.0,0.0,0.0,0.0,0.0,0.0,,,,0,22253.0,32.35518806453062,2.246888060036849,106.50249404574664,0.0,0.0,0.0
05031,2017,28,8.0,179.0,322.0,4765.0,0.0,0.0,0.0,0.0,0.0,,,,0,22414.0,12.492192379762647,3.569197822789328,79.86080128491122,0.0,0.0,0.0
05031,2018,39,15.0,87.0,355.0,3551.0,0.0,0.0,0.0,0.0,0.0,,,,0,22567.0,17.281871759649047,6.646873753711171,38.55186777152479,0.0,0.0,0.0
05031,2019,19,16.0,31.0,40.0,3428.48,0.0,0.0,0.0,0.0,0.0,,,,0,22714.0,8.36488509289425,7.044113762437263,13.647970414722199,0.0,0.0,0.0
05031,2020,9,0.0,25.0,50.0,5244.0,0.0,0.0,0.0,0.0,0.0,,,,0,26876.0,3.348712606042566,0.0,9.30197946122935,0.0,0.0,0.0
05031,2021,12,14.0,10.0,8.0,1442.0,0.0,0.0,0.0,0.0,0.0,,,,0,27155.0,4.419075676670963,5.155588289449457,3.682563063892469,0.0,0.0,0.0
05031,2022,17,13.0,5.0,0.0,961.0,0.0,0.0,0.0,0.0,0.0,,,,0,27398.0,6.204832469523323,4.744871888459012,1.824950726330389,0.0,0.0,0.0
05031,2023,8,31.0,10.0,20.0,1826.0,0.0,0.0,0.0,0.0,0.0,,,,0,27637.0,2.894670188515396,11.21684698049716,3.6183377356442454,0.0,0.0,0.0
05031,2024,17,5.0,13.0,0.0,1700.0,0.0,0.0,0.0,0.0,0.0,,,,0,27846.0,6.105006105006105,1.7955900308841486,4.6685340802987865,0.0,0.0,0.0
05031,2025,15,6.0,18.0,0.0,8493.0,0.0,0.0,0.0,0.0,0.0,,,,0,28059.0,5.34587832780926,2.1383513311237037,6.415053993371111,0.0,0.0,0.0
05034,2003,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,40858.0,2.202750991237946,0.0,0.0,0.0,0.0,0.0
05034,2004,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,41211.0,1.4559219625828057,0.0,0.0,0.0,0.0,0.0
05034,2005,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,41591.0,0.480873265850785,0.0,0.0,0.0,0.0,0.0
05034,2006,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,41988.0,1.9053062779841858,0.0,0.0,0.0,0.0,0.0
