divipola5,anio,hurto_personas_total,hurto_vehiculos_total,hurto_residencias_total,hurto_comercio_total,capturas_total,homicidios_total,estupefacientes_operativos,estupe_basuco_cantidad,estupe_marihuana_cantidad,hurto_total,gasto_planeado_total,gasto_vigilancia_armada,gasto_ejecutado_total,num_procesos,num_adjudicados,tasa_competencia_promedio,tasa_adjudicacion,share_vigilancia,tuvo_secop,poblacion,hurto_personas_per_capita,hurto_vehiculos_per_capita,hurto_residencias_per_capita,hurto_comercio_per_capita,hurto_total_per_capita,capturas_per_capita,homicidios_per_capita,estupefacientes_per_capita,gasto_per_capita,gasto_ejecutado_per_capita,gasto_vigilancia_per_capita
15097,2022,2,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,0,5305.0,3.770028275212064,1.885014137606032,0.0,0.0,5.655042412818096,7.540056550424128,0.0,0.0,0.0,0.0,0.0
15097,2023,2,0.0,2.0,2.0,11.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,0,5368.0,3.7257824143070044,0.0,3.7257824143070044,3.7257824143070044,11.177347242921014,20.491803278688526,1.8628912071535022,0.0,0.0,0.0,0.0
15097,2024,1,0.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,0,5422.0,1.8443378827001107,0.0,0.0,1.8443378827001107,3.6886757654002214,14.754703061600885,1.8443378827001107,0.0,0.0,0.0,0.0
15097,2025,1,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,0,5487.0,1.822489520685256,0.0,1.822489520685256,1.822489520685256,5.4674685620557675,7.289958082741024,0.0,0.0,0.0,0.0,0.0
15104,2005,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0,5074.0,1.9708316909735908,0.0,0.0,0.0,1.9708316909735908,0.0,0.0,0.0,0.0,0.0,0.0
15104,2006,3,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,,,0,5013.0,5.9844404548174746,0.0,5.9844404548174746,1.9948134849391583,13.963694394574107,0.0,0.0,0.0,0.0,0.0,0.0
15104,2007,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,0,4958.0,2.016942315449778,2.016942315449778,0.0,2.016942315449778,6.050826946349334,0.0,0.0,0.0,0.0,0.0,0.0
15104,2009,2,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,0,4832.0,4.139072847682119,2.0695364238410594,4.139072847682119,0.0,10.347682119205299,0.0,0.0,0.0,0.0,0.0,0.0
15104,2015,1,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0,4472.0,2.23613595706619,0.0,0.0,0.0,2.23613595706619,6.708407871198569,0.0,0.0,0.0,0.0,0.0
15104,2016,7,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,,,,0,4414.0,15.858631626642502,2.2655188038060716,0.0,0.0,18.124150430448573,13.59311282283643,0.0,0.0,0.0,0.0,0.0
15104,2017,4,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,,,0,4350.0,9.195402298850574,0.0,6.896551724137931,0.0,16.091954022988507,6.896551724137931,0.0,0.0,0.0,0.0,0.0
15104,2019,1,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,0,4231.0,2.363507445048452,7.090522335145356,2.363507445048452,2.363507445048452,14.181044670290712,0.0,0.0,0.0,0.0,0.0,0.0
15104,2021,3,0.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,0,5287.0,5.6742954416493285,0.0,9.457159069415548,3.7828636277662193,18.914318138831096,0.0,1.8914318138831097,0.0,0.0,0.0,0.0
15104,2022,6,3.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,0,5342.0,11.231748408835642,5.615874204417821,5.615874204417821,0.0,22.463496817671285,7.487832272557095,0.0,0.0,0.0,0.0,0.0
15104,2023,10,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,,,,0,5392.0,18.5459940652819,1.8545994065281899,5.56379821958457,1.8545994065281899,27.81899109792285,0.0,0.0,0.0,0.0,0.0,0.0
15104,2024,6,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,,,,0,5448.0,11.013215859030838,5.506607929515419,5.506607929515419,1.8355359765051393,23.86196769456681,0.0,0.0,0.0,0.0,0.0,0.0
15104,2025,9,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,0,5504.0,16.351744186046513,1.816860465116279,1.816860465116279,1.816860465116279,21.802325581395348,1.816860465116279,0.0,0.0,0.0,0.0,0.0
15106,2006,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,0,2736.0,7.309941520467836,0.0,0.0,0.0,7.309941520467836,0.0,3.654970760233918,0.0,0.0,0.0,0.0
15106,2016,1,0.0,2.0,0.0,2.0,0.0,1.0,0.0,862.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,0,2568.0,3.894080996884735,0.0,7.78816199376947,0.0,11.682242990654204,7.78816199376947,0.0,3.894080996884735,0.0,0.0,0.0
15106,2019,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,0,2516.0,11.92368839427663,0.0,3.9745627980922102,0.0,15.898251192368841,0.0,0.0,0.0,0.0,0.0,0.0
15106,2021,1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,313.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0,2237.0,4.470272686633884,0.0,0.0,0.0,4.470272686633884,0.0,0.0,13.410818059901654,0.0,0.0,0.0
15106,2022,1,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,0,2274.0,4.397537379067722,0.0,4.397537379067722,8.795074758135444,17.590149516270888,13.192612137203167,0.0,0.0,0.0,0.0,0.0
15106,2023,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,0,2297.0,4.3535045711797995,4.3535045711797995,4.3535045711797995,4.3535045711797995,17.414018284719198,0.0,0.0,0.0,0.0,0.0,0.0
15106,2024,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,0,2317.0,4.315925766076823,0.0,0.0,4.315925766076823,8.631851532153647,4.315925766076823,0.0,0.0,0.0,0.0,0.0
15109,2004,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0,5882.0,1.7001020061203673,0.0,0.0,0.0,1.7001020061203673,0.0,3.4002040122407347,0.0,0.0,0.0,0.0
15109,2006,2,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,0,5881.0,3.4007821799013773,3.4007821799013773,0.0,0.0,6.801564359802755,0.0,1.7003910899506887,0.0,0.0,0.0,0.0
15109,2007,3,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,0,5872.0,5.108991825613079,0.0,0.0,3.4059945504087192,8.514986376021799,0.0,5.108991825613079,0.0,0.0,0.0,0.0
15109,2011,1,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,0,5834.0,1.7140898183064794,0.0,5.142269454919438,1.7140898183064794,8.570449091532396,3.428179636612959,0.0,0.0,0.0,0.0,0.0
15109,2012,2,1.0,3.0,3.0,5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,,,,0,5823.0,3.434655675768504,1.717327837884252,5.151983513652756,5.151983513652756,15.455950540958268,8.58663918942126,1.717327837884252,0.0,0.0,0.0,0.0
15109,2013,3,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,0,5812.0,5.161734342739161,0.0,5.161734342739161,0.0,10.323468685478321,8.602890571231933,0.0,0.0,0.0,0.0,0.0
15109,2014,4,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,0,5801.0,6.895362868470953,0.0,1.7238407171177383,0.0,8.619203585588691,13.790725736941907,0.0,0.0,0.0,0.0,0.0
15109,2015,2,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,0,5789.0,3.4548281223009156,1.7274140611504578,1.7274140611504578,0.0,6.909656244601831,5.182242183451373,0.0,0.0,0.0,0.0,0.0
15109,2016,4,1.0,3.0,2.0,9.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,0,5777.0,6.924009001211701,1.7310022503029252,5.1930067509087765,3.4620045006058504,17.310022503029256,15.579020252726329,0.0,0.0,0.0,0.0,0.0
15109,2017,4,1.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,,,,0,5764.0,6.939625260235947,1.7349063150589867,10.40943789035392,6.939625260235947,26.023594725884802,10.40943789035392,0.0,0.0,0.0,0.0,0.0
15109,2018,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,0,5751.0,1.738828029907842,0.0,0.0,1.738828029907842,3.477656059815684,1.738828029907842,1.738828029907842,0.0,0.0,0.0,0.0
15109,2019,1,0.0,5.0,3.0,0.0,0.0,1.0,0.0,34.0,9.0,0.0,0.0,0.0,0.0,0.0,,,,0,5738.0,1.742767514813524,0.0,8.71383757406762,5.228302544440571,15.684907633321714,0.0,0.0,1.742767514813524,0.0,0.0,0.0
15109,2020,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,0,4506.0,4.438526409232135,0.0,0.0,0.0,4.438526409232135,2.2192632046160674,0.0,2.2192632046160674,0.0,0.0,0.0
15109,2021,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,48.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,0,4549.0,4.396570674873598,0.0,2.198285337436799,0.0,6.594856012310398,0.0,0.0,2.198285337436799,0.0,0.0,0.0
15109,2022,2,0.0,2.0,0.0,2.0,0.0,2.0,0.0,90.8,4.0,0.0,0.0,0.0,0.0,0.0,,,,0,4582.0,4.364906154517678,0.0,4.364906154517678,0.0,8.729812309035356,4.364906154517678,0.0,4.364906154517678,0.0,0.0,0.0
15109,2024,3,3.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,,,,0,4688.0,6.399317406143345,6.399317406143345,4.266211604095563,6.399317406143345,23.4641638225256,4.266211604095563,4.266211604095563,0.0,0.0,0.0,0.0
15109,2025,2,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,0,4732.0,4.22654268808115,0.0,4.22654268808115,0.0,8.4530853761623,12.679628064243449,0.0,0.0,0.0,0.0,0.0
15114,2017,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0,1222.0,8.183306055646481,0.0,0.0,0.0,8.183306055646481,0.0,0.0,0.0,0.0,0.0,0.0
15114,2020,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,0,1174.0,25.55366269165247,0.0,0.0,0.0,25.55366269165247,8.517887563884157,0.0,0.0,0.0,0.0,0.0
15114,2023,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0,1202.0,8.319467554076539,0.0,0.0,0.0,8.319467554076539,8.319467554076539,0.0,0.0,0.0,0.0,0.0
15131,2004,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,0,4102.0,4.875670404680643,2.4378352023403216,0.0,0.0,7.313505607020966,0.0,2.4378352023403216,0.0,0.0,0.0,0.0
15131,2006,1,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,,,0,4015.0,2.4906600249066,0.0,7.471980074719801,7.471980074719801,17.434620174346204,0.0,0.0,0.0,0.0,0.0,0.0
15131,2007,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,0,3969.0,5.039052658100277,2.5195263290501386,0.0,2.5195263290501386,10.078105316200554,0.0,0.0,0.0,0.0,0.0,0.0
15131,2009,2,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,0,3894.0,5.136106831022086,0.0,5.136106831022086,2.568053415511043,12.840267077555213,0.0,0.0,0.0,0.0,0.0,0.0
15131,2010,1,0.0,2.0,2.0,1.0,0.0,1.0,0.0,35.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,0,3857.0,2.5926886180969664,0.0,5.185377236193933,5.185377236193933,12.963443090484832,2.5926886180969664,0.0,2.5926886180969664,0.0,0.0,0.0
15131,2011,3,1.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,0,3807.0,7.880220646178094,2.6267402153926978,10.506960861570791,5.2534804307853955,26.267402153926977,5.2534804307853955,2.6267402153926978,0.0,0.0,0.0,0.0
15131,2012,1,0.0,2.0,4.0,1.0,0.0,1.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,,,,0,3770.0,2.652519893899204,0.0,5.305039787798408,10.610079575596815,18.56763925729443,2.652519893899204,0.0,2.652519893899204,0.0,0.0,0.0
15131,2013,1,0.0,1.0,0.0,6.0,1.0,1.0,0.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,0,3724.0,2.685284640171858,0.0,2.685284640171858,0.0,5.370569280343716,16.11170784103115,2.685284640171858,2.685284640171858,0.0,0.0,0.0
15131,2014,2,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,0,3679.0,5.436259853220983,0.0,0.0,0.0,5.436259853220983,8.154389779831476,0.0,0.0,0.0,0.0,0.0
15131,2015,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,,,0,3638.0,16.492578339747116,0.0,0.0,2.748763056624519,19.24134139637163,0.0,0.0,0.0,0.0,0.0,0.0
15131,2016,1,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,0,3596.0,2.7808676307007785,0.0,8.342602892102336,0.0,11.123470522803114,2.7808676307007785,0.0,0.0,0.0,0.0,0.0
15131,2017,3,2.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,,,,0,3550.0,8.450704225352114,5.633802816901409,8.450704225352114,0.0,22.535211267605636,14.084507042253522,0.0,0.0,0.0,0.0,0.0
15131,2018,2,1.0,5.0,3.0,4.0,1.0,1.0,0.0,50.0,11.0,0.0,0.0,0.0,0.0,0.0,,,,0,3511.0,5.696382796923953,2.8481913984619767,14.240956992309883,8.54457419538593,31.330105383081744,11.392765593847907,2.8481913984619767,2.8481913984619767,0.0,0.0,0.0
15131,2019,1,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,0,3471.0,2.881014116969173,0.0,2.881014116969173,0.0,5.762028233938346,11.524056467876692,2.881014116969173,0.0,0.0,0.0,0.0
15131,2021,1,0.0,1.0,1.0,4.0,0.0,2.0,0.0,169.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,0,3223.0,3.1026993484331364,0.0,3.1026993484331364,3.1026993484331364,9.30809804529941,12.410797393732546,0.0,6.205398696866273,0.0,0.0,0.0
15131,2022,2,1.0,0.0,0.0,1.0,1.0,1.0,0.0,169.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,0,3259.0,6.13685179502915,3.068425897514575,0.0,0.0,9.205277692543726,3.068425897514575,3.068425897514575,3.068425897514575,0.0,0.0,0.0
15131,2023,2,0.0,4.0,4.0,8.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,0,3296.0,6.067961165048543,0.0,12.135922330097086,12.135922330097086,30.339805825242717,24.271844660194173,3.0339805825242716,0.0,0.0,0.0,0.0
15131,2024,7,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,,,,0,3335.0,20.98950524737631,0.0,2.998500749625187,14.992503748125937,38.980509745127435,8.995502248875562,0.0,0.0,0.0,0.0,0.0
15131,2025,5,0.0,2.0,2.0,6.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,,,,0,3361.0,14.876524843796489,0.0,5.950609937518595,5.950609937518595,26.777744718833677,17.85182981255579,2.9753049687592976,0.0,0.0,0.0,0.0
15135,2005,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0,4065.0,2.460024600246002,0.0,0.0,0.0,2.460024600246002,0.0,0.0,0.0,0.0,0.0,0.0
15135,2006,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,0,4040.0,2.4752475247524752,0.0,2.4752475247524752,0.0,4.9504950495049505,0.0,2.4752475247524752,0.0,0.0,0.0,0.0
15135,2009,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0,3983.0,2.5106703489831785,0.0,0.0,0.0,2.5106703489831785,0.0,2.5106703489831785,0.0,0.0,0.0,0.0
15135,2010,1,0.0,0.0,0.0,1.0,1.0,2.0,0.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0,3963.0,2.5233409033560434,0.0,0.0,0.0,2.5233409033560434,2.5233409033560434,2.5233409033560434,5.046681806712087,0.0,0.0,0.0
15135,2011,1,0.0,0.0,0.0,1.0,0.0,3.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0,3942.0,2.536783358701167,0.0,0.0,0.0,2.536783358701167,2.536783358701167,0.0,7.610350076103501,0.0,0.0,0.0
15135,2014,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,105.7,1.0,0.0,0.0,0.0,0.0,0.0,,,,0,3871.0,2.5833118057349522,0.0,0.0,0.0,2.5833118057349522,0.0,2.5833118057349522,2.5833118057349522,0.0,0.0,0.0
15135,2016,1,0.0,0.0,0.0,0.0,0.0,4.0,5.0,127.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0,3813.0,2.6226068712300026,0.0,0.0,0.0,2.6226068712300026,0.0,0.0,10.49042748492001,0.0,0.0,0.0
15135,2017,1,0.0,0.0,0.0,0.0,0.0,2.0,12.0,95.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0,3785.0,2.642007926023778,0.0,0.0,0.0,2.642007926023778,0.0,0.0,5.284015852047556,0.0,0.0,0.0
15135,2019,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,0,3735.0,2.677376171352075,0.0,0.0,2.677376171352075,5.35475234270415,2.677376171352075,0.0,2.677376171352075,0.0,0.0,0.0
15135,2025,2,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,0,3320.0,6.024096385542169,0.0,0.0,0.0,6.024096385542169,0.0,0.0,12.048192771084338,0.0,0.0,0.0
15162,2006,1,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,0,4259.0,2.34796900680911,0.0,7.04390702042733,4.69593801361822,14.08781404085466,0.0,0.0,0.0,0.0,0.0,0.0
15162,2013,1,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,0,3883.0,2.575328354365182,0.0,0.0,2.575328354365182,5.150656708730364,12.87664177182591,2.575328354365182,0.0,0.0,0.0,0.0
15162,2015,2,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,0,3762.0,5.31632110579479,0.0,2.658160552897395,0.0,7.974481658692185,23.923444976076553,0.0,0.0,0.0,0.0,0.0
15162,2016,1,0.0,1.0,0.0,10.0,1.0,1.0,0.0,111.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,0,3714.0,2.6925148088314486,0.0,2.6925148088314486,0.0,5.385029617662897,26.925148088314483,2.6925148088314486,2.6925148088314486,0.0,0.0,0.0
15162,2017,2,0.0,1.0,1.0,8.0,0.0,2.0,0.0,135.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,0,3651.0,5.477951246233908,0.0,2.738975623116954,2.738975623116954,10.955902492467816,21.911804984935632,0.0,5.477951246233908,0.0,0.0,0.0
15162,2018,2,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,0,3601.0,5.554012774229381,0.0,0.0,2.7770063871146906,8.331019161344072,11.108025548458762,2.7770063871146906,0.0,0.0,0.0,0.0
15162,2019,1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,0,3544.0,2.821670428893905,0.0,8.465011286681715,0.0,11.28668171557562,0.0,0.0,0.0,0.0,0.0,0.0
15162,2020,1,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,0,3796.0,2.6343519494204424,0.0,0.0,10.53740779768177,13.171759747102213,7.903055848261328,0.0,0.0,0.0,0.0,0.0
15162,2021,1,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,0,3830.0,2.610966057441253,2.610966057441253,0.0,2.610966057441253,7.83289817232376,15.66579634464752,0.0,0.0,0.0,0.0,0.0
15162,2022,1,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,0,3850.0,2.5974025974025974,2.5974025974025974,5.194805194805195,2.5974025974025974,12.987012987012987,2.5974025974025974,0.0,0.0,0.0,0.0,0.0
15162,2023,1,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,0,3912.0,2.556237218813906,0.0,0.0,5.112474437627812,7.668711656441718,15.337423312883436,0.0,0.0,0.0,0.0,0.0
15172,2012,3,0.0,2.0,1.0,6.0,0.0,2.0,0.0,22.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,0,3606.0,8.319467554076539,0.0,5.546311702717693,2.7731558513588466,16.638935108153078,16.638935108153078,0.0,5.546311702717693,0.0,0.0,0.0
15172,2013,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0,3582.0,2.7917364600781687,0.0,0.0,0.0,2.7917364600781687,2.7917364600781687,2.7917364600781687,0.0,0.0,0.0,0.0
15172,2015,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0,3528.0,2.834467120181406,0.0,0.0,0.0,2.834467120181406,5.668934240362812,0.0,0.0,0.0,0.0,0.0
15172,2016,5,0.0,7.0,0.0,4.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,0,3499.0,14.289797084881394,0.0,20.005715918833953,0.0,34.29551300371535,11.431837667905116,2.857959416976279,0.0,0.0,0.0,0.0
15172,2017,2,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,0,3469.0,5.765350245027386,0.0,2.882675122513693,5.765350245027386,14.413375612568464,0.0,0.0,0.0,0.0,0.0,0.0
15172,2018,2,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,,,0,3437.0,5.819028222286878,0.0,5.819028222286878,8.728542333430317,20.36659877800407,5.819028222286878,0.0,0.0,0.0,0.0,0.0
15172,2019,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,0,3404.0,5.875440658049354,0.0,0.0,0.0,5.875440658049354,2.937720329024677,0.0,0.0,0.0,0.0,0.0
15172,2020,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,0,3276.0,9.157509157509157,0.0,9.157509157509157,0.0,18.315018315018314,0.0,0.0,0.0,0.0,0.0,0.0
15172,2022,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,0,3348.0,5.973715651135006,0.0,2.986857825567503,2.986857825567503,11.947431302270012,0.0,0.0,0.0,0.0,0.0,0.0
15172,2023,5,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,,,,0,3373.0,14.823599169878447,0.0,5.929439667951378,2.964719833975689,23.717758671805512,2.964719833975689,0.0,0.0,0.0,0.0,0.0
15172,2024,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,0,3412.0,11.723329425556857,0.0,0.0,2.9308323563892142,14.654161781946073,0.0,0.0,0.0,0.0,0.0,0.0
15176,2003,4,9.0,10.0,8.0,0.0,14.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,,,,0,53702.0,0.74485121596961,1.6759152359316227,1.8621280399240252,1.48970243193922,5.772596923764478,0.0,2.606979255893635,0.0,0.0,0.0,0.0
15176,2004,9,3.0,30.0,10.0,0.0,15.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,,,,0,54780.0,1.642935377875137,0.547645125958379,5.47645125958379,1.8254837531945967,9.4925155166119,0.0,2.738225629791895,0.0,0.0,0.0,0.0
15176,2005,7,5.0,9.0,9.0,0.0,10.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,,,,0,55797.0,1.2545477355413375,0.8961055253866695,1.612989945696005,1.612989945696005,5.376633152320017,0.0,1.792211050773339,0.0,0.0,0.0,0.0
15176,2006,58,12.0,67.0,66.0,0.0,12.0,0.0,0.0,0.0,203.0,0.0,0.0,0.0,0.0,0.0,,,,0,56777.0,10.215404124909735,2.113531887912359,11.800553040844004,11.624425383517975,35.75391443718407,0.0,2.113531887912359,0.0,0.0,0.0,0.0
